node:ID,name,:LABEL
h_bb84473f83f6e111faf9effc05f93846534ff655173568e61b68ee94b884ac1c,产后发热,疾病
h_35a7e6d43732be22f8d50f658161d2c6ed178af8ca00e3df8fcd91305f7b59c9,淡豆豉,草药
h_6e03ac5dc4e195616744d6d693448935f514063498e187dd0cabe9760e4a8b56,香薷,草药
h_e8ea2b9f09687bd8fa051ebb70a75fbd2cae3c1b1a498a07dc0e05d21b957a14,制川朴,草药
h_8e7c71d16f5861acef045daa7cae68510c70fe9856bf17f6043c53bdc09f23ee,鲜藿香,草药
h_b319dcee2ed573221187e16fecf983276a552e65eff28e2c0ffde3f5b0244ba5,鲜佩兰,草药
h_5085c0b75cc8ed810f0778cabf0bde6dc09de6715fbaf1bde8888fcc240e15d2,连翘,草药
h_7c8b69016726eccf38fb7c5f0857c87b0541e43d4f6ce20397fa41762db9fba8,鲜荷叶,草药
h_51781b0afd39d760790852ce09c1161dbf395ebdb9879ece98f72d49292c9ac4,鲜荷梗,草药
h_65b42ecb7aff63c17cd992417591cf231885cb688dc9298c1ae432d4f19a855c,方剂_cxsqyjdfzlchrj,方剂
h_5c30e67830b5fd000455779a1fa9b759cc82e5c6fe1ac0f52bd3862b9b7b1728,产后热疖,疾病
h_2ed006fe8befcefadf180a0f77fa994489758835ac16eed221674f104de69912,桃仁泥,草药
h_80b8cf78f3df17d77eb1ca9f3325bc203523ce277ae09438f1168838c9b63cc9,败酱草,草药
h_414e10a802a82d06fd12fedcb1761394ff4af790904dbb65fe9e9396b7266e43,益母草,草药
h_da8de75d7234dee7f94fe002ffcb6e7d8d2f7691e78744f106d034b5f221e2bc,绿豆衣,草药
h_12fec47a6310c253e228c852608d1ce811c966151e1d33beee0477ff62d7f07f,红藤,草药
h_ffef362f640a727ca00b8f8004bfe38ac8f423eafc3627c7e7c890d0ba9b5e5f,西瓜翠,草药
h_96796b1acd2f4bddd21e5e302ab9e2e7ba8bfb014e33e7f77f03e4b1a14f3cfc,玉泉散,草药
h_549bbe76205c8725fda93d162c75715f1bef48766a9b92c569e5156f93d27230,方剂_cxsstwqfzlby,方剂
h_a9318c151b1aea0bc9ead4278012d8061515859a21e33ab4f0f266775611a91a,全瓜蒌（打）,草药
h_683235f9b2756c7b332e5d371f5871374575874599ffaf68a92e9f400027d3a2,方剂_cxsjynsdlcrfzljb,方剂
h_45832cab446ecd7f340037cdb549846e718ba646efb0b463db87d422c4ac84d3,枕中丹,草药
h_cb5b99cef29993eb5be2fac621c719661d89e0f0b3bcb3daa44aafa8bf390e6f,方剂_cxsjpzshttlfzlby,方剂
h_e059a5dacbf0eb5376b84b502b57f77afb16de19d93cbad05587ed839e0e95e6,苍术,草药
h_10c6e68d18e8e93bd61d3ce180ab395c4b2d26355f2dfd58575f0533b29bf394,制胆星,草药
h_88770880b85c90ceaf1f7b5ef9306b0fa0682fcddc706d2c516bc6d9c298d576,白芥子,草药
h_643d56d23a89805e0823192c222eff5311e9ba5562ee309015e34fe76b40f936,海藻,草药
h_4fd48db23b4be722fc61d14563d16909579d119ad5fa71e7f88d31a42b4da9ac,丝瓜络,草药
h_c2a89b2245c61441b025d202c7d901516f606f6bbc0a5c76855f6bbf97942a64,焦枳壳,草药
h_a9529ba10ce6eb428fcf361d70fb453ea502bbd9c2f55e7ad3d7a2579fa163b2,方剂_cxslstlqrhyfzltj,方剂
h_4f722bd0602911b33c3e9d9c50882d7eaa13ff469ce6e4744b674727057727ba,痛经,疾病
h_68672f95f8f884928448c68511187565278170a9c5623f140171af6a219773f1,失笑散,草药
h_5d5f3f9201e2feaf2353672a5fe09c0f0a6a688f8afb246bdadd62742aa16029,方剂_cxshysxdjztfzltj,方剂
h_69f6c7ecd79a75fbbefb41c7b2a55c3c5d55d47077fd704352bb6fc405782706,熟军炭,草药
h_d5fbc1df27d543089cfd441d425a382b73e59f3978cfa3117d779b19e3d0a588,生蒲黄,草药
h_761a5d3d2b51706028ba5a4bf373a5e6abcf56c2ae3c782d4ea401ce4459206e,血竭,草药
h_cc804426a0a3fad9310a1bfc1bfb343fb03b76f7232b3a99d387b0c839f918c1,花蕊石,草药
h_0552e096c8e253a0d8a965d72fca69dfe4ebdc529a173f1026406146374e33d6,震灵丹,草药
h_ef9f074a630e7647458e55b9dc82651658d3bb5b58ec93c9944ee5dc645c4adc,茺蔚子,草药
h_8b9c7dafdd50e15989b66978953b7fabdd1021f96c8aede50a4755c8d52e15a1,延胡索,草药
h_7e25c9fb720f8e5f844975b7a39a3fb9791d01536ec259fdcb665b8197e7347d,方剂_cxsyqyxhydsfzlbl,方剂
h_b699bce4a84ca6025bc6398c4dc11d7054854b5a24c6e739d19c7575da356cb2,五灵脂,草药
h_edc49162ec948baa49ed9e02c2ff6c2774f78b338f357c8c1e80da48e17e6ca8,三七末,草药
h_d5c0eb727a7ea56d471ccdd28034d769d95a974bbd5b55425ceb0f8202117b4c,方剂_cxsqlsrsghyfzlfrft,方剂
h_ba77d8a82d4120cbe5a62cb6dd9cadefb532c1d65ec30e20e0988b5de5115d4e,妇人腹痛,疾病
h_258736fae7ac8e34235a23ca6d77c3aa22b79cb73910733ada133866962945a6,方剂_cxsjpsahfzltl,方剂
h_d3d94adbcfbdc828b98f46680f8dc5afef9a4dc5fb2666ec109eb5e26fc0a674,胎漏,疾病
h_778981043a1c0214facc9a31477af2860e0be6664ff673b50b30ba6d4248667d,淡子芩,草药
h_5e3cf0b536f1cc209cf65b9bf20103d5f14e59d69814a0060cd053c530b1d94e,桑寄生,草药
h_b32aa519c0d8628d3737919d7cc0f4fb39f0ec4e4b7f181de87ada5fbb77b285,苏梗,草药
h_d74b40bc07bbd8d72fbc4cf24aedef758fd1d9dbeed8c7a18c9b22b618fc41d7,苎麻根,草药
h_63504507cb74e1553bdc11a2ea7c86ee4a06038628970aa9758f0f9162f4c44c,方剂_cxsnyqdsfzlbl,方剂
h_d1e616b29ad701f24906831cdd4e4269498eddb598cf744725cc324685d4d105,潞党参,草药
h_d6ed50006e7c1dc9344e5029540a522a34e2d999c900202bfff2dfd0971053c2,生黄芪,草药
h_b0d3149b655e76633bfb8fe65c12ebef20893163a35f79278594fdc116e41556,当归身,草药
h_3e0f25b5af6e52a8de1e3c798c6f4bbbe3ef199e7eb2de46dfef2c78d7dae96e,生地黄炭,草药
h_62be67efb711107a65daad57a4708a90f0167702d2ab7019f2fca162326aaa34,赤芍药,草药
h_f34056232cb271bc9f3cf57b14f262ffea90c57318241947f9ef26df29040bdc,白芍药,草药
h_5b86d2a539751e3561277ce2670181b3b0818c43c43d0ed6ad5ab45ff18a85c3,旱莲,草药
h_7a641af265428baa54b5d959a2c965bbe6b2ad227e369a4595a9570b4e84533f,藕节炭,草药
h_5846a29a8b4dc7922af590bafed463d5213ff3f4dda01d9060289b90a523af56,阿胶,草药
h_4a673ed7fae8331be0775915051605c7cdc94cc25ac4c00084763fac9eb110ec,桂枝茯苓丸加减_cxshysjfzlby,方剂
h_a1fafa65845fd9655d85615e68bf86613c321afe143739e7ec95f20f094d9006,桃仁,草药
h_bd5611f63ed2f5aa880a12ac45112b69bfbff5d5c21d7e62b42941967315906a,莪术,草药
h_0653cf28ab00cf9fa4c673f50f504fd0b2f2486b6fe7ddc3f5c48d3e308af0f2,三棱,草药
h_558279b8af2df08e34ee81c3ea191e7b5b88e10f57669e9b4707dcbdb797676b,石见穿,草药
h_4ebbf65db21f776a5f06bb23819472fa1e2a7dc53c6817c4c7767ac471f55be8,鬼箭羽,草药
h_ee8a0fdb4c13e2cef01c833f2e5f2c286665aa5e599d1f15817cbd12af1034ba,水蛭,草药
h_3096e5933973aded92244aa5e3ebca97d237829a33163bebe355fef7b0894301,方剂_cxsqrjdhxhyfzlhd,方剂
h_cc1827394d5f5a2757aa31e66bb82d34fda8c8cbd1fa8bf703624c0790ccf7af,鸭跖草,草药
h_5517e57d572363e034aa35b8eddf6c91958007eb74c75e87b7897b7a7b875c0e,方剂_cxsyyyydbcrfzljb,方剂
h_28b4f44141bcff138bc87d443fcbaa1404f2309f239753d5f8b3a7bc08d7598d,大熟地,草药
h_041b65be90f8e71a6b49ff962f108d4d6e655365f831b14fd03317b0f06f360e,全当归,草药
h_624a31b5eda105638323ec504981350ccb30761b2bd43812b2e1cc7716291e3d,甘杞子,草药
h_920de278fc016954e72270f844e93583f23a69146ab94cef96bd218db0ac7037,天冬,草药
h_8a2bdecd9869f5d89ba89d662e415bd5f38340766ebd12c99f4c4ca1fd92e905,肥玉竹,草药
h_d612babc52dbf15c3b3083e46a39762ba01bd823f01bebe8aac900b88f289ed6,核桃肉,草药
h_07e8b68c15315e1a50a8fd96f80b34c84f5ec49474c2dbb15e26e484d8e5c3d2,朱茯神,草药
h_4547da1b41e200c56814d2bc406d72d5c1491d2215de12a7db949b49e3010eac,方剂_cxssghtxhnxwzfzlzz,方剂
h_2c8ed9f559f8486ce57ac3cfa7e77bdda8ed86b8b7b91560762ed561c452fa7c,西珀末,草药
h_4da58360af4ad33388834c0ac1814964a15186673b2923d1221b890aa1583bb5,方剂_cxsjsagfzlht,方剂
h_c4db6bc6fd221284f08094d041b41259a62d2a97accbfba6b3051d2070f247a1,滑胎,疾病
h_ca70715ab7c4a23dea419eddff75bb30874f37845aba58be42415da79776adbc,光杏仁,草药
h_3dba016dac4b8d0dc6b5dea3805efc90db23a7204b9680ba02be09c7754f3c7d,方剂_cxsystlfzltjby,方剂
h_81ea3c970495f2d51144d3d380436f0f38d1bcaf164e85ac735b7cfc5c6ae057,痛经，不孕,疾病
h_05cb7a68c80cf55198683467d58bb6e906236637417673f9709c664470792446,炒怀膝,草药
h_286f6742b834591be51cde391ec0b16b95c1f6ecc36e56774ef6cb68cdcfb4c2,降香片,草药
h_c2a987e2fc815267cfe74faed74e41f8e65d68a8f9d8b75a0e0356c58e3ea135,方剂_cxsystlfzlby,方剂
h_b370e3c5a78b1eb8f995968e747b8af476baf05c032fbee196764ae81ae55391,川石斛,草药
h_6fe664e22c3fe01fcc760cecd4a3938046314efbfd5919b598b05ad03b51334a,山甲片,草药
h_3567d4055935857c65ad0b29546a9d57ba5b094f49f2f315cd098c046b59fa2c,留行子,草药
h_de11533eeb141f148d8cb3097b52c7a8fe02c5f100e4280cccac6d9eaba9f426,方剂_cxsyqyrdscrfzlbl,方剂
h_128f5b74ee447374d129f04db9cbdd7869ca598ffe29c5a983e97c4026103a4b,紫草根,草药
h_5e6a5b09791abedf58eab99eb933416a6101cfb26aca39fe2b2b3c14047ceebc,方剂_cxsdlcrfzlby,方剂
h_ff9dab7bdbf24338e6bed6b1803c0a89d1323ae545343f85246a95d06d0de075,云苓,草药
h_e45ee1fe2777f5727671648b5aaa6623be54021fe90ed641c8a5f045e52e46a7,方剂_cxsznysxhfzlyjxhwdq,方剂
h_e0cd3706923bb96a9f08ee61a906dab317210f84007d339b7198fb7ad1fb3120,月经先后无定期,疾病
h_15c4ce2a06ef60341566c0f09156c464b3d6cf77a07e6cd5cc4b2dbd996408a6,怀山药,草药
h_802b1487bca8cb4cb1aaca73be83f095f1e252ab10600d60433407b529a65e9e,方剂_cxsfzdsfzlbl,方剂
h_20b406f0cd29914a9cf3ec9103382ea878edb626637a3f8eb09f47bda2dcbe50,炒归身,草药
h_77f240498f53a5a73041136d53204b44e62f7350d20183399102b31c182799ec,炙龟板,草药
h_a278d0ecd91be93d896a02982329279d3fef7f8343c2d52adf54e750e3e2e2e6,方剂_cxsyqjsfzlxbbj,方剂
h_8675be7de6a63d46e2ce539588b17a10ebf5b92fa2e96de59563bdd69c5a0b25,小便不禁,疾病
h_09a270346b28edef76cf0c524c9f5d74ab1544c351bd31b1c69c9a32ef921b25,桑螵蛸,草药
h_53cc8af1d9c622ac87109320ca4cdb115c1997860c88571721c1497b2c3035ae,蚕茧壳,草药
h_3018e674a1ef8afa5392052d6b874e96bf194dfdaeeb1a1f863549bf2bfe0d56,方剂_cxsfzhydscrfzlzj,方剂
h_ddb7afe21c8c0265cea2553a3a4fa32aa1b40eae795c5a94b2eb9ae23eea919e,癥瘕,疾病
h_587c61b5684ee491f681682adc8e8d451f2d949dbc4fb0f573b0b7e30402b694,方剂_cxssgdlfzlyjxq,方剂
h_4696d630131d85175ee4142211dfc9b78619a6c4e46041ad7e0463b7ce02040f,月经先期,疾病
h_9fc9312f5c8af278f76c63cbd83e91cdb3cba36534e0244591faad7204f16e17,方剂_cxsfzjsqrdsfzlbl,方剂
h_59316ab9a40b5c489f7ca5c9339d53d455b86aeb129b9788de4bcaf7d57a0578,茯神,草药
h_35cbe4ddaaaf2c514c81ae75af63506ff5e7913e48680c1f9e09ea439f33a937,方剂_cxswgdjfzltj,方剂
h_680cefa37061a329f99788a9577a114de7d6a2da590fcaaefbac313d7d0ad0dc,小茴香,草药
h_d95c0fd96e742126cd5820dae082e38926f09ad432d799ced3453e3ac4861187,艾叶,草药
h_00a30cad0af30fcf508fdce9085b28fb9d1e4f637a7198beb2aed26db915c1e2,方剂_cxshydjfzlzj,方剂
h_e4605b151b13d192af3f1f5325e83948e312e4e0b7d250da3afcb94450cfce9b,方剂_cxsysdlfzlyjsd,方剂
h_72fbccba5827f553ca5c38e08d62e8ca0e857093157747ae9618c60556ae411b,月经失调,疾病
h_d58eefb29c57ab684e5bd7d8e4c88cf4fc0df33656c314744d8620f0fea351db,方剂_cxsgxdlcrfzlzj,方剂
h_03c5239b1058bef34965524e26d86c31f9ca2d75e048dee880a18a0fd4473010,巴戟天,草药
h_d69e161698915e2862ec62d56ebe9c332e6c8f561d1bf93748c9e245f26e8d4b,仙茅,草药
h_1e2b97320d77bfce1605946597be0ee74774f68b008d90c21df21a6bcd6be041,方剂_cxsysxhfzlwybb,方剂
h_bf55025b23bf8c61f0b15ca2d0c1379416d0dd205eaf3fcfa69971072400dee2,外阴白斑,疾病
h_a6507067097ec071bc6e25c4e9ec3145b5f39dde5c17f7214496838b116e64ae,方剂_cxsfzdlfzlby,方剂
h_81817fc9b6dc84b27387bd5fbe6a40c888c6e453225d909223c97a93dc741548,方剂_cxsfzqyystlfzlfrft,方剂
h_380d9da515ae18de05ca975544ed50f208e5aae124bc015e3548c1c09f55ccd4,木香,草药
h_00e18cace611d04247ec1427998d980909363ae3dc95a1718bcb8f9cb7fcc899,方剂_cxshydjfzlby,方剂
h_c5ccc6a164a5fd35f7d35bc72a73b478100ed0cf44e1c2b47b7b06b59ecd0c74,延胡,草药
h_cd24829286f53ba410b4eeea6eb073bd29ce3ef09a922afef29ff76a752a67ae,制乳香,草药
h_7658e39c6df19bb49d78a5ae38fa0b59bdd2f210c0fff47fcc40dd57435d28cb,制没药,草药
h_a8cc8ff646cabadb1cbec83ae9b9523524653844d8a5b98e9d38cd7838d71942,方剂_cxshytlfzlzjby,方剂
h_f28441cd66224a601816aed663b8e732f61ef8c0d95bc2ead3d1e5a511e3eed4,癥瘕，不孕,疾病
h_b15332a7a4541c3cf8e5a29017344d8d3ba19a7d4b050f58c02c340b9e5f62e6,单桃仁,草药
h_38baa65b571d1220e529bcb8c5b9a95313052e27fce017969518e1d49eb344bd,方剂_cxsfzpgqffzljxtt,方剂
h_057c8f784250d8ddad42936209c5fe43328a5b099833bcb38835141650d226a8,远,草药
h_382557fee2325ffe7486310e84798cd374f8c1f186523933520a69a2d9252a51,志,草药
h_110a79e1d8caa6dac2808866309c8233e61dc37b442866e7d9ac91a2a6552164,天麻,草药
h_740156ba12de45d07329e624fedfdca4d8ab636e6589c32bd9fd36f6e53942b8,方剂_cxsnhyztfzltj,方剂
h_3bef6467535f597597aba8bfd27e80219502c1c44ef62a1ffccc2cbad9eccb49,育肾培元方_cxsyspyfzltj,方剂
h_6a09533233eeca54fbc282d1e6228b2f1e458014e715dbf67289c85ef8819d04,砂仁,草药
h_eeec7569067d4fff525a54908401aff4c0374150a845b37fc98dd6a7dbd5b60f,制龟板,草药
h_a076e52fdb6079276f3e049679d6049831d0600634dd86b0138d62d10aa8170f,鹿角霜,草药
h_c30a098cc5b5e7567627682d9060401da455278fb6af745af28890cbbd0272a2,河车粉,草药
h_5cca3ad1f6b2903c752aae93b9c72798a12bc91458e89324c986191bff5c1f04,方剂_cxsyshyfzlby,方剂
h_6d426f64ebede2d30497978ea34c0cdd37a2077c80a29d9fdd7338061588af64,育肾培元方_cxsnysdlfzlyjhq,方剂
h_210fd0bf411f9bc6f13aa53744a186445e29946adbc67b85a983775c59f2a410,月经后期,疾病
h_79fcc85ba01d38e0089b1a12bbb4643f531cdce0c6e70121d14b4d8c8d4819fa,化瘀散结方_cxsnhysjfzltj,方剂
h_a1092a5893baa23715db64d4e79519d17cd0051b20ceb8601c3c8bc0ba9a86c8,方剂_cxsnhygsfzllx,方剂
h_89d219548be204ff026e0f04a8d12367357427c4f8b9291c07976bd277e73727,漏下,疾病
h_9df6f9ab5f0248c9c7ddb49b3cffad1a121d072a5390357c3f709d54ae0bc7b3,蒲黄炭,草药
h_3a47b4a9d8fbfeab08c306f4d246a248f9bcb49f4d9f23f36174fde1bbe21425,丹皮炭,草药
h_d4529641200a0bdc4a62e15e6b5ccade65c4532a1e885d3b6aee53c67a5e4a1d,侧柏叶,草药
h_dd750d976c5230c0f150b07fb53c75677628794afc368a4fad37d7cb62bb2b3d,方剂_cxsqfwjpfzlhtjxtn,方剂
h_cbc3e5367744a58b736244b682eef09591a74a0c1f6dcfa99e7f8249769492ae,滑胎，经行吐衄,疾病
h_9b6047019e5726bb4a59f67bba0ab1078632557a9bb43e540faa4db935c4638b,炒条芩,草药
h_cb3e4502cd6cf1d6b56f795c09fda81f61e827b181165f024ea26f528e1a7007,山茶花,草药
h_cb6a96305fab470b0934000b9f09176d643fec934ab334e68d9f546d18fb4a0a,大腹皮,草药
h_2b17fcf459fc25e362bbf036654f85ab00b8b96434a49531d03e157880bfb681,茅根肉,草药
h_001226471bf67bf61ef5fe384d065821285be51ef93412aba7e9a780ed398b1f,方剂_cxsysdlfzlby,方剂
h_ee24b096a7324bc11b66ffa01f0a65c0f9cca8547c4f0da7b1f67c5d1c3ba82f,不育,疾病
h_06baa73606e9901d6d697ad4972c34dfe63ace875a63391634eb19d9427e7623,潼蒺藜,草药
h_3d533c507eaf88c460308778d183c69dfb2f066774dc6741538c4fca5685c256,方剂_cxsnysdlfzlyjxhwdq,方剂
h_710bbca71d17250b40ed71eacadb2f245ef6465b12e8cfe2ecbced9ca0aa7f0b,方剂_cxsyshytlfzlby,方剂
h_14a394110df76ca68d89e0b6a8d7aac40399472f1f4bcf4601c35bd5a08ae75c,方剂_cxsysdlfzlyjhq,方剂
h_4f0b0311b50cc04f969bbe60cfbe11b2c0b8d8c741a4151907d6eec80bce128d,方剂_cxshysjfzltjzj,方剂
h_df183dec87dec367975a1ce57fa09bf6db8eeb3466a9ed645fae54ff0189b047,痛经，癥瘕,疾病
h_184d4acaf55b5c7b7f726a472e925de3861f0e21931dc67aec3dc292ac84e07d,方剂_cxsjsdlfzltdba,方剂
h_c27147df4eaea20199b7fcb8bdfcc326f554fc066939d2cffecb637a8a7b083c,胎动不安,疾病
h_e76e093699b7c29cd4a8f28449061a8439b72c47580e5abc80ce81b8407baf48,浮小麦,草药
h_56b8ced8f13e73f89db0ef159fee74ebbd9be9174ec83bbd48cc068a499de79e,方剂_cxsysdlfzlyjsdyy,方剂
h_86f5c79dc68915551b011dff19b52ef43f97be3fde099f519ec588dbc1820506,月经失调，阴痒,疾病
h_d74ab3c29082197c8b874af049af9b2d60ee3eac19598b432750d5d94772fa9f,方剂_cxshysjfzlzjby,方剂
h_9956b8f0fed894aee544cd1385013ab30b8f1c23a0384aa0cd37d8626bea8360,育肾培元方_cxsysdlfzlyjsdby,方剂
h_c05e651f88ac6ef8afed52136808acbc15b684811d96798231a7c237d7e2259d,月经失调，不孕,疾病
h_e3e76b07c214bb55236fc9b96f63ed9c8d9aeb911fcc45d0f7ffb0f74b0a6475,方剂_cxsjpdlfzlchxl,方剂
h_4b619e424e9949e65f6538c9dcb67c92437f4b1d986feeb9d3838ba5695723de,产后虚羸,疾病
h_052779b13d6bc465b73273996ce7508a7946257074c9be10ef2a5a325609ea0e,方剂_cxsnysjpahfzltdba,方剂
h_b67674695ff78085e11cabb7dcb02d46db0402bcc115aed5f71270e9a1184bcd,地榆炭,草药
h_5057466dda90d8f4e2efaece1adad32ba66ddc5362726df43d583a3471d34030,南瓜蒂,草药
h_bbe6c831fdbbcafbbe125a268d10499254b4aa0505cdf85a86746400b94c2b8b,方剂_cxsysdlfzlyjxq,方剂
h_3faf2193772dc09c28ba65046fb265afcece064ea13b30b05c3deae0cd30c501,大麻仁,草药
h_91598354f86f63e6139038aa42543c0f0cc628104bd9d1fbfc021d4af1ac3bbb,方剂_cxssgxhdlcrfzlbj,方剂
h_b0683c3a4a5bc3f71aad6a676cb9781323d7e693039e97b024d09b61ee3a37c8,闭经,疾病
h_099144047624686f7bb68d1bfbdb19c752c34d3529383e288c694491bfb9eb75,石菖蒲,草药
h_0c3df99c5efe68a832b79b310eeb49d62c39745e5f018172c062705aa5c7ae41,怀膝,草药
h_72ac4e988223ce022ea4d8cdb2904160f0415a2ea9c2805efe9ea49c04ff3367,川穹,草药
h_a56647ac0bface50d0dead10871017139015b01d5282f27e1379d807babc86da,生军,草药
h_713a9c366450024be36a2a51fc6fdce3131bee983173a2fd163f20a41d6a4224,生草,草药
h_db740a07c021a7d457b28cdaaef88453737789dc377c650410b48756281cf4b7,方剂_cxsdlgsdlcrfzlyjgstj,方剂
h_999bc975949c3b58605655d5d751ec09cbada7c44c6a832335d0e437f41531e6,月经过少，痛经,疾病
h_37e8681e1f49621354784e084fff8abe768e971f7fe973566114363d931c12e2,薤白头,草药
h_d3ccb664424445a2f6f0c29f1ddf4dc1b4a7a427ace69c257fceb76c75fb8d5a,方剂_cxsnystlfzlby,方剂
h_f5f97ebbe2ea6df924b3a88727a0f373b0ead8512f9f2ad2070d1852e63dd268,方剂_cxsystlcdjfzlby,方剂
h_8b0ab9843145afe75fce10b6e38f580478ad032591c043485e8ff4f8d585f1fa,炒牛膝,草药
h_4452d0f5ec9c8b969e97f2335c2f6202973b13e7351ff80f742ac26ba8e00db4,自拟方_cyslqhthxtlfzlxb,方剂
h_6738ce041eef7c8926388cba1ea5ba7f186eacaf1a7606ae1f3db5d6a6c3ea57,胸痹,疾病
h_48dde14dc483601b143e567f9132adf1534e711d0b2a686a96978d080614db87,瓜蒌,草药
h_7bb4bbec5053e21647cad075d2f509b9526d4304b59c72b251c892dde5e786f6,薤白,草药
h_c90028d18be9f62f76df5193e5f99391ba492d06e8d681fa5ed47574f5b72810,夏枯草,草药
h_9968f16dd1f8b3804daca0f83ec6fc2e23c94e195381c7b66114bd9cb0158666,豨莶草,草药
h_359938653824b686f8c009fdd75fc84af285888935598acc88053a6663daa056,杜仲,草药
h_49694c1ccee866a8e3edc55b181adfd89398acdbbbe4f0f4e92469fa8dd94a88,泽兰,草药
h_6c04ecc43f8e2f8fef031c2361e90a506a845b8f815a07b59ee44a8b9463d20a,元胡,草药
h_6b78b20fd0ce2763560be2b8cd8409f62801b76a3b0a453ce31d2df36856a9e9,酸枣仁,草药
h_171f756a383a6c41ef8cd383f89ea87380fd3e7c5e8f150a9054d7a588a410f1,甘草,草药
h_909620dcbebadaaf89903c229e47fbb9e20c916f0e1ed32a6afa6f8e55718070,自拟方_cyszyjhnxasfzlxj,方剂
h_41ce9b5afd6d4558fd96523c50167ee958d8c19eb35a3b181dd6083ec1ea839a,生龙骨,草药
h_901f453d26a31c3d27b0dd0d13cce55894bd1ac979f0697dc7a88c69f2ffed59,生牡蛎,草药
h_42648c373a9b268266af013d7d377e4aff381d9cf8813a50f553adabbd51c535,黄连,草药
h_8e3763989a93f9c557afd28ada4f53500d2bd1aa3d9c4c8dd77eeff833e9b659,银柴胡,草药
h_292bc14bdda8f235f61836158d34b756cd8c642c082f31a26b12f0a9264b8166,自拟方_cyshtcshxqyfzlxy,方剂
h_345ec59d3b39a6f382734407ef41f1484f8d609b6443c3cb3da49f402ae73f8a,眩晕,疾病
h_1000ee2690aab530bb75f91298c4ca1deb8728b7e3e595c4ef2ea6a3f849c0e8,猪苓,草药
h_5a6cd5d07b8d03ba43f56ac3f8565c42371a0008311ea466f6e35e40db17f605,枣仁,草药
h_26fff193476fd4349fb5c625f61dbb6271a5583d99b6faa8d543634e939f983e,桑白皮,草药
h_a02aea21cd57f10d5d8d7e36fa1cb8c74e89ec4780529d7bfe00f445070fc799,草决明,草药
h_5c8db68c27c062184bda94ad25d6e70472ecc28f5e5dd71b8c22b86620e25435,三子养亲汤，四子养亲汤加减_cyswsnqhtjnfzlks,方剂
h_dd05a455a629d14c87a9980b6b1bbcf7113da030bd982ea553fea7891a63f9d0,咳嗽,疾病
h_0fc99b579c53a02044866f17930d1f431c23269fa7940a43a75e448910ab0825,苏子,草药
h_338339e54013ea4cdd4b1db4ecd9cb8ed1bfe5d84c7b99378e9560bd7fa506ee,葶苈子,草药
h_3d53ce4f8ca7a1d648b98af841c7674f6978a61c02b9ac6ee1455af533c1493a,莱菔子,草药
h_40d3cdda2f2787cef4e23f5ef5185f19ab17ef16265e621e85db3a5ac8b5f8eb,紫菀,草药
h_e5f6b67364aeb49b32b8299d6bbc9bbb5cc4a924ba44fdec2fb158f7d86052e9,冬花,草药
h_5629dd8816edb4b6181678ad8586b6b68d39cd547e5e3bfa0698ffcfdd3cc721,浙贝,草药
h_29d6337ce933cceb9579551d400de94c33ec830bd02f43e2b4c7463566228fe1,五藤饮加减_cyshsqrhxtlfzlbz,方剂
h_a33afa3043ade66e97ab427b4fb589493405449f81123fae96bbd8e7e586c3f7,痹症,疾病
h_ae7526f8f0f91be84123e831505e895cd377078c9c4ac7b571ad84e2a5ec703f,薏米,草药
h_51664d71c67e1e6202c303f189ccd91b8db05abaf8a252986a1df3ca3b1d03a4,威灵仙,草药
h_3fe95ed4ef02ff600c04410218dd2ff74a4877828e19a3d653992bb1369a512f,羌活,草药
h_ac17024bbd4624aec6f85d004f7f0a6c7fca3670934d02797ecac78a77da845a,独活,草药
h_0316c333dfafc7bfaa45d1b27437275f3381f962cb029e25d3df5aaddb16886b,忍冬藤,草药
h_fdcec72cab6074707b0c930e5b71da070f2d3d1917ee58f9a6a38d35b14453ee,海风藤,草药
h_dda8ad836b287d1f063113bbdc4392c325541abd59fff0759c2c5043514a551c,青风藤,草药
h_2b1a6adf61b3b6b64f3dc18985af83dce16ab0e225a9a95b4198393c202c5c6d,萆薢,草药
h_971f89415cb8ea00b9c3667debe652b5d8fcdb343e74203c9a2cb0fb58125b73,金银花,草药
h_78632fc793da533b85f7dac3b0883ad987ef3ec3515b755e86ea389627fc7d58,药渣局部外敷,草药
h_76200a53e145b76f05054f5b6d5b4c0524ce3dc3cb4920b9b588d27f7cdcf528,参苓白术散加减_cysjpyqhszxfzlxx,方剂
h_4f55703d2792e9491119d9dd1e3513b2bfdaa7370980bdfe2f3c2981e1beec70,泄泻,疾病
h_1b8a09d821ebf6f6fc248ce731bad55bb0cfa821012181116c01480a19052ff7,炒山药,草药
h_ff39d946cdc7dacbe51ee2063aefbdabb59c03613e32001d21410311fac892fd,白扁豆,草药
h_83dff2c667803badceb092529916fe97b2c3d67f99f01b8059d2f1483513463e,生麦芽,草药
h_5177f9ef6a9f545b8acef92134ce952401f623c9f8f8cdbc4556eb71101f2104,焦山楂,草药
h_dc999a4775b0580a6f01d5430967e7a8507a6d77b6534abcd9031f7d406078cb,神曲,草药
h_5f25b6e410dffe5f36c63766753bec8e7e7a3c6a4d3a96ab5645642fc4c19820,鸡内金,草药
h_6ab41e0b5e35710111025aa19398acffe792c58e7cde14556b7fd82934a8572e,鲜姜,草药
